OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036KY,2026-05-28T22:16:49.053792,14.32867867,.0112782,74.1763,101.3491,252.9465,163.5099,0,U,34127,999,89165,.161E-2,.4693E-4,0
COSMOS 2251 DEB,1993-036KZ,2026-05-28T21:00:18.734112,15.13921504,.0022766,73.9936,312.2849,38.6212,88.5870,0,U,34128,999,91685,.22607E-2,.41419E-3,0
COSMOS 2251 DEB,1993-036LA,2026-05-29T00:14:14.345664,14.78702853,.0032747,74.0345,11.3650,55.6924,304.7343,0,U,34129,999,63768,.13275E-2,.9808E-4,0
COSMOS 2251 DEB,1993-036LH,2026-05-28T19:26:39.188256,14.81188688,.008501,74.0200,72.8014,152.9449,233.8646,0,U,34136,999,92483,.38566E-3,.3158E-4,0
COSMOS 2251 DEB,1993-036LL,2026-05-28T20:58:50.638944,14.61539127,.0040553,74.0296,294.7830,330.3375,183.8856,0,U,34139,999,90589,.1294E-2,.6473E-4,0
COSMOS 2251 DEB,1993-036LN,2026-05-28T21:18:23.658048,14.51253182,.0050882,74.0095,74.2701,122.0258,303.2237,0,U,34141,999,90117,.18149E-2,.7318E-4,0
COSMOS 2251 DEB,1993-036LQ,2026-05-28T23:23:27.407328,14.66219259,.004914,74.0115,344.0665,95.5220,265.1557,0,U,34270,999,91546,.77854E-3,.4336E-4,0
COSMOS 2251 DEB,1993-036LR,2026-05-29T05:24:10.857024,14.75235804,.0016786,74.0197,232.5882,258.3526,134.2208,0,U,34271,999,90701,.19174E-2,.12992E-3,0
COSMOS 2251 DEB,1993-036LT,2026-05-28T22:23:23.701344,14.62654920,.001564,74.0340,127.3390,209.5137,183.3305,0,U,34273,999,91065,.88846E-3,.45E-4,0
COSMOS 2251 DEB,1993-036LU,2026-05-28T23:13:36.758784,14.66664347,.0023611,74.0015,105.8244,211.6201,219.7077,0,U,34274,999,91126,.11264E-2,.6265E-4,0
COSMOS 2251 DEB,1993-036LW,2026-05-29T00:10:03.631008,14.58240439,.0023584,74.0207,127.0042,230.3384,187.7845,0,U,34276,999,91030,.66064E-3,.3034E-4,0
COSMOS 2251 DEB,1993-036MT,2026-05-28T23:12:27.732096,14.36763513,.0017105,74.0484,337.1232,6.8129,122.5475,0,U,34297,999,90466,.11721E-3,.32E-5,0
COSMOS 2251 DEB,1993-036MX,2026-05-29T04:40:11.705952,14.94206567,.0010505,74.0020,191.1171,241.6445,185.9588,0,U,34301,999,90894,.28441E-2,.30616E-3,0
COSMOS 2251 DEB,1993-036MY,2026-05-29T01:43:04.617408,14.40124562,.0077823,74.1766,177.1525,343.6938,46.3622,0,U,34302,999,90129,.62349E-3,.2014E-4,0
COSMOS 2251 DEB,1993-036MZ,2026-05-28T23:08:44.287008,14.56365185,.0135002,74.0044,330.5032,68.9328,57.2734,0,U,34303,999,90395,.16654E-2,.834E-4,0
COSMOS 2251 DEB,1993-036NA,2026-05-28T13:06:48.369888,14.39057561,.012851,74.0113,174.5489,272.3425,214.9146,0,U,34304,999,89695,.84997E-3,.2864E-4,0
COSMOS 2251 DEB,1993-036ND,2026-05-28T19:15:14.725728,13.54597495,.0392674,74.0545,44.9652,199.4943,237.1220,0,U,34307,999,85124,.68861E-3,.75E-5,0
COSMOS 2251 DEB,1993-036NL,2026-05-29T00:49:04.784160,14.17815335,.0104103,74.0062,9.7281,78.0350,71.7934,0,U,34314,999,89028,.61852E-3,.1307E-4,0
COSMOS 2251 DEB,1993-036NN,2026-05-28T23:43:02.150112,14.99364003,.0011243,74.0635,359.7173,81.9054,278.3408,0,U,34316,999,91710,.22466E-2,.27593E-3,0
COSMOS 2251 DEB,1993-036NP,2026-05-28T23:58:31.192896,13.65345107,.0334676,73.9223,120.3455,78.3895,353.3319,0,U,34317,999,85902,.36851E-3,.42E-5,0
COSMOS 2251 DEB,1993-036NT,2026-05-29T02:14:47.471136,14.50748821,.0016437,74.0280,201.7341,290.1097,92.8330,0,U,34321,999,90913,.39932E-3,.1546E-4,0
COSMOS 2251 DEB,1993-036NV,2026-05-28T23:46:40.088928,14.79085994,.0054006,73.9490,153.5030,161.8378,220.9368,0,U,34323,999,90909,.16944E-2,.12846E-3,0
COSMOS 2251 DEB,1993-036NX,2026-05-28T23:59:36.079296,14.05345347,.0189903,73.8705,257.8602,243.9215,239.1682,0,U,34325,999,87864,.12688E-2,.2391E-4,0
COSMOS 2251 DEB,1993-036NZ,2026-05-29T02:23:40.043328,14.93541830,.0032895,73.9923,195.2876,328.3471,62.4199,0,U,34327,999,92003,.11199E-2,.1191E-3,0
COSMOS 2251 DEB,1993-036PN,2026-05-29T01:55:19.096032,13.80087036,.0291738,74.0773,28.3143,98.0542,50.5632,0,U,34340,999,86576,.13739E-2,.1949E-4,0
COSMOS 2251 DEB,1993-036PR,2026-05-29T00:31:39.027936,14.72298654,.0019724,74.0166,124.3521,351.7370,69.1268,0,U,34343,999,91190,.16424E-2,.10397E-3,0
COSMOS 2251 DEB,1993-036PS,2026-05-28T04:07:59.100384,14.17480006,.01542254,73.9759,172.9270,319.3388,110.2690,0,U,34344,999,88454,.11050398E-2,.2493E-4,0
COSMOS 2251 DEB,1993-036PU,2026-05-29T02:51:10.965024,14.00257784,.0209455,73.9941,21.6388,162.4105,352.9405,0,U,34346,999,87752,.98137E-3,.173E-4,0
COSMOS 2251 DEB,1993-036PY,2026-05-28T20:19:01.227072,15.37174599,.0008387,74.0205,306.0188,71.2450,288.9666,0,U,34383,999,91656,.48246E-2,.180055E-2,0
COSMOS 2251 DEB,1993-036QC,2026-05-28T14:32:42.098784,14.44217253,.0038807,74.0406,261.6244,318.1381,56.8535,0,U,34387,999,90590,.24625E-3,.826E-5,0
COSMOS 2251 DEB,1993-036QD,2026-05-28T18:53:01.375872,14.50289836,.0012827,74.0384,269.5354,282.5194,201.1388,0,U,34388,999,90576,.62441E-3,.2409E-4,0
COSMOS 2251 DEB,1993-036QE,2026-05-28T21:32:08.232000,14.41954705,.0029368,74.0181,299.7348,13.7740,148.3065,0,U,34389,999,90421,.33508E-3,.1077E-4,0
COSMOS 2251 DEB,1993-036QM,2026-05-28T23:30:34.052256,14.78805250,.0006031,74.0257,156.0851,190.7071,190.5871,0,U,34396,999,90815,.1953E-2,.14366E-3,0
COSMOS 2251 DEB,1993-036RA,2026-05-28T16:14:39.113376,14.58374502,.0079593,74.0632,349.6909,21.1674,53.5418,0,U,34409,999,91626,.17212E-3,.801E-5,0
COSMOS 2251 DEB,1993-036RB,2026-05-28T07:14:45.712608,15.46432129,.0014771,73.7263,260.0655,46.0514,314.1911,0,U,34410,999,92323,.34288E-2,.174354E-2,0
COSMOS 2251 DEB,1993-036RD,2026-05-28T01:27:32.610240,14.48777461,.01862398,73.9486,11.3281,69.9184,292.1911,0,U,34412,999,90058,.11096907E-2,.5196E-4,0
COSMOS 2251 DEB,1993-036RE,2026-05-28T05:58:46.021728,14.30198084,.0090475,74.0306,322.1587,2.1875,178.6908,0,U,34413,999,89510,.10107E-2,.2712E-4,0
COSMOS 2251 DEB,1993-036RM,2026-05-29T03:19:45.205824,14.68642418,.0106166,74.0310,140.0535,218.3896,261.9154,0,U,34420,999,92227,.10755E-3,.645E-5,0
COSMOS 2251 DEB,1993-036RS,2026-05-29T00:17:27.589632,14.63100714,.0026915,74.0168,93.6082,177.2593,182.8727,0,U,34425,999,91186,.33504E-3,.1699E-4,0
COSMOS 2251 DEB,1993-036RX,2026-05-28T23:49:19.828704,14.40072368,.0060345,74.0516,354.6524,24.4379,335.9615,0,U,34430,999,90362,.3323E-3,.1044E-4,0
COSMOS 2251 DEB,1993-036RY,2026-05-29T05:25:42.465216,14.29305411,.0066831,74.0752,231.8813,175.9306,184.2402,0,U,34431,999,89535,.57164E-3,.1465E-4,0
COSMOS 2251 DEB,1993-036RZ,2026-05-29T00:58:35.933088,14.03354659,.0182803,73.8256,167.4365,220.2772,169.1308,0,U,34432,999,88031,.39189E-3,.684E-5,0
COSMOS 2251 DEB,1993-036SA,2026-05-29T03:58:44.535936,14.13736927,.0151404,74.0077,218.1274,317.7228,41.2318,0,U,34433,999,88315,.10855E-2,.2264E-4,0
COSMOS 2251 DEB,1993-036SB,2026-05-28T20:31:07.985856,13.91236765,.0281912,74.0579,85.4755,182.7032,244.2675,0,U,34434,999,86289,.1566E-2,.2703E-4,0
COSMOS 2251 DEB,1993-036SP,2026-05-29T04:46:16.254336,14.49522366,.0051423,74.0403,103.1945,199.0482,160.8757,0,U,34446,999,91120,.112E-3,.408E-5,0
COSMOS 2251 DEB,1993-036SS,2026-05-28T06:25:32.765376,15.07406777,.0017668,74.0240,91.2000,117.1122,33.2005,0,U,34449,999,91192,.34942E-2,.5346E-3,0
COSMOS 2251 DEB,1993-036SU,2026-05-28T07:18:27.783936,15.09326804,.0015425,74.0400,108.0648,115.2577,245.0215,0,U,34451,999,91137,.32825E-2,.52867E-3,0
COSMOS 2251 DEB,1993-036SV,2026-05-28T10:08:06.197280,15.17120821,.0058571,74.0251,196.0829,230.1405,129.4631,0,U,34452,999,93186,.74057E-3,.15339E-3,0
COSMOS 2251 DEB,1993-036SX,2026-05-29T04:36:42.585120,14.39048685,.0035239,74.0585,329.1822,351.3897,8.6648,0,U,34454,999,90476,.19291E-3,.574E-5,0
COSMOS 2251 DEB,1993-036TC,2026-05-28T21:53:40.219584,14.00754105,.0191163,74.0788,325.0455,355.0970,4.8284,0,U,34459,999,88052,.22304E-3,.366E-5,0
COSMOS 2251 DEB,1993-036TM,2026-05-29T03:09:19.490976,14.47973915,.00765,74.0109,163.4965,267.6963,91.5436,0,U,34468,999,90884,.20897E-3,.775E-5,0
COSMOS 2251 DEB,1993-036TR,2026-05-28T11:35:05.559072,13.70795932,.0331043,74.0821,183.7858,275.6268,80.7191,0,U,34472,999,86011,.15201E-2,.197E-4,0
COSMOS 2251 DEB,1993-036TT,2026-05-29T03:25:09.071904,14.07553142,.0201173,74.0772,33.6027,68.6847,84.0955,0,U,34474,999,87863,.16442E-2,.3314E-4,0
COSMOS 2251 DEB,1993-036TV,2026-05-29T00:05:47.436000,13.83508545,.0311962,74.0044,160.1719,342.5944,16.4669,0,U,34476,999,85950,.31779E-2,.5076E-4,0
COSMOS 2251 DEB,1993-036TW,2026-05-29T01:53:47.461920,14.57852508,.0076148,73.9763,110.3285,256.8203,231.4219,0,U,34477,999,91063,.60295E-3,.2842E-4,0
COSMOS 2251 DEB,1993-036TX,2026-05-29T00:26:27.926592,15.33285539,.0031978,74.0368,16.5280,172.7801,187.3871,0,U,34478,999,91514,.48924E-2,.163332E-2,0
COSMOS 2251 DEB,1993-036UA,2026-05-29T01:09:54.624960,14.33064926,.0071023,73.9774,106.7864,241.6441,246.9432,0,U,34481,999,89845,.53154E-3,.1471E-4,0
COSMOS 2251 DEB,1993-036UB,2026-05-28T18:29:26.512800,14.73301345,.0040267,74.0359,258.9686,281.5250,200.6211,0,U,34482,999,90644,.18447E-2,.12075E-3,0
COSMOS 2251 DEB,1993-036UE,2026-05-28T02:33:37.280736,13.54942136,.03813939,73.9162,294.6453,292.3932,187.4869,0,U,34544,999,85135,.50651648E-3,.53E-5,0
COSMOS 2251 DEB,1993-036UG,2026-05-28T20:40:13.071360,14.46129578,.0021508,74.0299,297.3653,335.5095,146.6759,0,U,34546,999,90441,.5316E-3,.1877E-4,0
COSMOS 2251 DEB,1993-036UH,2026-05-28T08:38:00.784320,14.75739898,.00184,74.0276,135.3548,181.7133,178.3981,0,U,34547,999,90977,.14809E-2,.10146E-3,0
COSMOS 2251 DEB,1993-036UP,2026-05-29T00:00:46.223136,14.59493526,.0019355,74.0249,233.1630,274.0755,139.8015,0,U,34553,999,90535,.11612E-2,.55E-4,0
COSMOS 2251 DEB,1993-036UQ,2026-05-29T00:43:07.995360,14.38242958,.0022997,74.0386,350.8737,16.1674,139.8342,0,U,34554,999,90160,.25895E-3,.763E-5,0
COSMOS 2251 DEB,1993-036US,2026-05-29T00:46:56.436960,14.83059572,.0008535,74.0125,154.5502,200.4877,190.1162,0,U,34556,999,90805,.21742E-2,.17721E-3,0
COSMOS 2251 DEB,1993-036UW,2026-05-29T04:02:04.475904,14.76129900,.0015363,74.0147,174.8595,225.2102,225.0535,0,U,34560,999,90719,.17029E-2,.11772E-3,0
COSMOS 2251 DEB,1993-036UZ,2026-05-29T01:50:46.135104,14.47086120,.0013938,74.0378,251.1201,306.7535,120.3306,0,U,34563,999,90617,.37852E-3,.1354E-4,0
COSMOS 2251 DEB,1993-036VA,2026-05-29T04:32:17.235168,14.40967925,.0019129,74.0325,288.1238,353.5482,68.5437,0,U,34564,999,90418,.21602E-3,.669E-5,0
COSMOS 2251 DEB,1993-036VD,2026-05-29T04:10:08.739264,14.24178152,.0074565,74.0415,215.3850,249.3494,140.1845,0,U,34567,999,89508,.15081E-3,.332E-5,0
COSMOS 2251 DEB,1993-036VF,2026-05-28T06:17:03.465888,14.25235468,.0157008,73.9906,256.8836,47.2990,338.4241,0,U,34569,999,89340,.39779E-3,.1038E-4,0
COSMOS 2251 DEB,1993-036VG,2026-05-28T20:11:39.524352,14.00154409,.0190389,73.9579,287.5739,134.8436,353.7922,0,U,34570,999,87939,.90324E-3,.1535E-4,0
COSMOS 2251 DEB,1993-036VH,2026-05-27T15:18:25.527744,14.51962168,.00605132,74.0389,230.6333,227.2674,132.3386,0,U,34571,999,89699,.1941821E-2,.8008E-4,0
COSMOS 2251 DEB,1993-036VJ,2026-05-28T11:24:58.052160,14.52780062,.0063292,74.0075,161.0570,197.0908,313.8429,0,U,34572,999,89797,.16657E-2,.7001E-4,0
COSMOS 2251 DEB,1993-036VL,2026-05-28T21:25:56.196192,14.73077342,.0063193,74.0678,78.6365,57.6004,8.7544,0,U,34574,999,91238,.14216E-2,.9423E-4,0
COSMOS 2251 DEB,1993-036VN,2026-05-29T01:41:33.849024,14.56517275,.0009385,74.0320,180.8692,274.7500,115.9465,0,U,34576,999,90902,.53103E-3,.2336E-4,0
COSMOS 2251 DEB,1993-036VR,2026-05-28T19:23:24.085824,14.45826829,.0027041,74.0526,272.7063,301.5276,211.9507,0,U,34579,999,90588,.37019E-3,.1293E-4,0
COSMOS 2251 DEB,1993-036VU,2026-05-29T03:32:01.500576,14.43997929,.0048875,74.0186,320.8539,32.8708,327.5471,0,U,34582,999,90363,.46363E-3,.1581E-4,0
COSMOS 2251 DEB,1993-036WA,2026-05-28T19:53:43.128960,14.42498645,.0018352,74.0428,318.5074,335.1003,90.3196,0,U,34588,999,90359,.37097E-3,.1205E-4,0
COSMOS 2251 DEB,1993-036WB,2026-05-28T23:09:47.327040,13.86378281,.0247543,73.9235,131.0024,41.8297,349.0399,0,U,34589,999,87029,.59125E-3,.848E-5,0
COSMOS 2251 DEB,1993-036WC,2026-05-29T01:51:05.753952,14.55025384,.0068288,74.0444,5.9478,93.2054,61.3395,0,U,34590,999,91554,.14186E-3,.601E-5,0
COSMOS 2251 DEB,1993-036WE,2026-05-29T00:18:58.936896,14.22407916,.0142507,73.7306,160.8217,353.1588,35.0970,0,U,34609,999,89010,.66361E-3,.1612E-4,0
COSMOS 2251 DEB,1993-036WF,2026-05-28T22:21:56.326752,14.07926189,.0180977,74.0164,328.8548,61.8025,300.1257,0,U,34610,999,87912,.82731E-3,.1609E-4,0
COSMOS 2251 DEB,1993-036WG,2026-05-29T03:09:21.313152,14.72554423,.0020565,74.0497,136.1460,141.5851,337.9542,0,U,34611,999,90852,.16727E-2,.10655E-3,0
COSMOS 2251 DEB,1993-036WJ,2026-05-28T23:23:01.963392,14.27407267,.0113556,73.9631,334.5991,127.9419,23.9578,0,U,34613,999,88848,.15497E-2,.4047E-4,0
COSMOS 2251 DEB,1993-036WK,2026-05-29T03:40:10.345728,14.21213034,.018201,73.8774,41.5570,7.6278,154.3781,0,U,34614,999,87142,.46708E-2,.12017E-3,0
COSMOS 2251 DEB,1993-036WL,2026-05-28T09:50:07.152864,13.52405123,.0397272,74.0079,26.8066,259.3761,284.5341,0,U,34615,999,85068,.51181E-3,.532E-5,0
COSMOS 2251 DEB,1993-036WQ,2026-05-28T06:56:36.631104,14.65105583,.0094086,74.0445,239.7506,291.9606,67.1584,0,U,34619,999,91737,.15555E-3,.856E-5,0
COSMOS 2251 DEB,1993-036WR,2026-05-28T23:53:40.851744,14.52673243,.007215,74.0495,265.1196,262.3240,96.9724,0,U,34620,999,89253,.24705E-2,.10462E-3,0
COSMOS 2251 DEB,1993-036WT,2026-05-29T00:46:24.882816,14.22631886,.0106615,74.0412,6.6833,51.1898,100.5467,0,U,34622,999,88838,.76297E-3,.1784E-4,0
COSMOS 2251 DEB,1993-036WX,2026-05-29T01:28:48.362304,14.74110296,.0027389,74.0478,358.0142,49.3897,113.3953,0,U,34626,999,91608,.86241E-3,.5689E-4,0
COSMOS 2251 DEB,1993-036XF,2026-05-29T05:32:43.819008,14.56179086,.0044975,74.0511,77.7209,142.5072,7.6605,0,U,34634,999,91219,.33052E-3,.1451E-4,0
COSMOS 2251 DEB,1993-036XG,2026-05-29T01:39:45.986400,14.70507354,.0029058,74.0428,106.6984,136.4486,353.0426,0,U,34635,999,75677,.13049E-2,.7946E-4,0
COSMOS 2251 DEB,1993-036XJ,2026-05-28T23:31:20.247744,14.61410841,.0049881,74.0466,141.8323,170.9402,220.2152,0,U,34637,999,90969,.70787E-3,.3537E-4,0
COSMOS 2251 DEB,1993-036XN,2026-05-28T08:46:23.716128,14.53122633,.0015627,73.8362,123.6261,3.7439,148.9128,0,U,34641,999,90675,.95712E-3,.3939E-4,0
COSMOS 2251 DEB,1993-036XP,2026-05-29T04:39:36.021888,13.99555457,.0209121,74.0035,49.5801,190.7159,326.5916,0,U,34642,999,87635,.86752E-3,.1504E-4,0
COSMOS 2251 DEB,1993-036XR,2026-05-29T01:03:06.232032,14.69711662,.0012494,74.0247,170.4989,219.2214,171.5070,0,U,34671,999,90753,.13982E-2,.8319E-4,0
COSMOS 2251 DEB,1993-036XS,2026-05-22T09:10:42.287232,14.36637594,.0023843,74.0345,10.3845,46.9311,129.6939,0,U,34672,999,67484,.12188E-3,.334E-5,0
COSMOS 2251 DEB,1993-036XY,2026-05-29T05:24:59.679936,14.30091475,.0024333,74.0386,61.1973,70.7830,94.6333,0,U,34678,999,89773,.26509E-4,.43E-6,0
COSMOS 2251 DEB,1993-036YA,2026-05-28T12:11:48.791904,14.62252509,.0007772,74.0413,170.9745,232.3917,279.7405,0,U,34680,999,90764,.81957E-3,.4106E-4,0
COSMOS 2251 DEB,1993-036YB,2026-05-28T13:02:39.302016,14.86896023,.0022277,74.0609,319.5996,341.5652,74.8733,0,U,34681,999,91747,.1133E-2,.10146E-3,0
COSMOS 2251 DEB,1993-036YC,2026-05-28T22:13:01.303392,14.60004013,.0019545,74.0371,124.2595,213.6344,177.1623,0,U,34682,999,91125,.72232E-3,.3448E-4,0
COSMOS 2251 DEB,1993-036YD,2026-05-28T22:57:46.418400,14.66405735,.0019592,74.0261,130.1801,204.1714,187.0457,0,U,34683,999,90798,.10549E-2,.5823E-4,0
COSMOS 2251 DEB,1993-036YF,2026-05-29T05:14:14.112096,14.58930509,.0015287,74.0283,189.9328,255.3921,170.3073,0,U,34685,999,90973,.76447E-3,.3562E-4,0
COSMOS 2251 DEB,1993-036YK,2026-05-28T19:54:41.014368,14.06778001,.022064,74.0879,292.1203,322.2363,191.3134,0,U,34689,999,86689,.22525E-2,.4649E-4,0
COSMOS 2251 DEB,1993-036YP,2026-05-28T10:11:28.171104,13.97532526,.021504,73.9234,36.9129,302.4099,238.0777,0,U,34721,999,87477,.9047E-3,.1524E-4,0
COSMOS 2251 DEB,1993-036YQ,2026-05-27T17:16:01.140096,14.12377477,.01640619,73.8764,39.9606,294.0324,95.1850,0,U,34722,999,88588,.37157631E-3,.751E-5,0
COSMOS 2251 DEB,1993-036YU,2026-05-29T01:42:27.563040,14.60185683,.0043311,74.0286,26.9227,134.9195,225.5499,0,U,34726,999,90944,.39307E-3,.1889E-4,0
COSMOS 2251 DEB,1993-036YW,2026-05-29T01:12:56.440800,14.72270253,.0041887,74.0162,286.1467,42.1327,318.3051,0,U,34728,999,91261,.72009E-3,.4581E-4,0
COSMOS 2251 DEB,1993-036YX,2026-05-28T20:31:02.019072,14.87771652,.001686,74.0166,25.9797,114.1764,11.0409,0,U,34729,999,90939,.19318E-2,.1769E-3,0
COSMOS 2251 DEB,1993-036ZA,2026-05-28T10:45:08.694720,14.47458478,.0040594,74.0431,141.6203,250.4606,263.9862,0,U,34732,999,90555,.10931E-3,.377E-5,0
COSMOS 2251 DEB,1993-036ZG,2026-05-28T12:52:55.677792,14.46662174,.0047551,74.0146,191.4128,296.9617,184.9882,0,U,34738,999,90270,.21942E-3,.775E-5,0
COSMOS 2251 DEB,1993-036ZU,2026-05-29T01:51:37.799712,14.63297083,.0035562,74.1070,242.5918,147.5492,272.8571,0,U,34750,999,90677,.12673E-2,.6575E-4,0
COSMOS 2251 DEB,1993-036ZW,2026-05-29T00:56:15.334368,15.04593546,.0046624,74.0123,18.7467,105.9408,254.6926,0,U,34752,999,92362,.12578E-2,.18095E-3,0
COSMOS 2251 DEB,1993-036ZY,2026-05-29T03:41:49.835328,14.40710674,.0029688,74.0306,277.8543,353.9986,60.2794,0,U,34754,999,90544,.15543E-3,.473E-5,0
COSMOS 2251 DEB,1993-036ZZ,2026-05-28T17:03:49.330368,13.50896716,.0405587,73.9256,21.5944,10.9058,45.1035,0,U,34755,999,84778,.81024E-3,.853E-5,0
COSMOS 2251 DEB,1993-036AAA,2026-05-29T02:08:30.835392,13.67675292,.0341668,74.0021,189.0438,29.6845,332.3184,0,U,34756,999,85709,.67736E-3,.837E-5,0
COSMOS 2251 DEB,1993-036AAC,2026-05-29T02:12:27.561024,13.58514388,.0387612,74.1063,30.0025,115.2973,248.8823,0,U,34758,999,85182,.14301E-2,.1686E-4,0
COSMOS 2251 DEB,1993-036AAE,2026-05-28T00:20:06.307296,14.19964875,.0096192,74.0636,5.5292,18.8181,50.7469,0,U,34760,999,89048,.46180998E-3,.1003E-4,0
COSMOS 2251 DEB,1993-036AAF,2026-05-29T03:11:41.561952,14.38696576,.0036459,74.0287,54.1307,52.1407,308.3036,0,U,34761,999,90056,.59904E-3,.1826E-4,0
COSMOS 2251 DEB,1993-036AAM,2026-05-28T07:51:57.968064,14.61541396,.0050515,74.0068,5.2741,132.9045,227.6379,0,U,34784,999,90968,.45175E-3,.2253E-4,0
COSMOS 2251 DEB,1993-036AAT,2026-05-28T20:21:42.494400,14.25188802,.0099224,74.0530,302.6729,324.9940,187.5872,0,U,34790,999,88953,.38004E-3,.914E-5,0
COSMOS 2251 DEB,1993-036AAV,2026-05-29T04:06:34.189056,14.57361029,.0013217,74.0172,211.5190,270.3423,120.5595,0,U,34792,999,90088,.74095E-3,.3334E-4,0
COSMOS 2251 DEB,1993-036AAW,2026-05-28T21:30:16.312896,14.38899864,.0050909,74.0024,301.4721,56.5553,104.8090,0,U,34793,999,89734,.22624E-3,.681E-5,0
COSMOS 2251 DEB,1993-036AAZ,2026-05-28T00:23:58.052832,14.49545266,.00992037,74.0296,264.3431,326.0168,155.4446,0,U,34796,999,90436,.36503626E-3,.146E-4,0
COSMOS 2251 DEB,1993-036ABA,2026-05-26T10:31:08.903136,14.44560875,.00722815,73.9749,152.6324,227.8424,131.6580,0,U,34797,999,89792,.12963702E-2,.4602E-4,0
COSMOS 2251 DEB,1993-036ABC,2026-05-28T04:56:15.942048,13.51454747,.04400389,73.9300,225.3190,228.0251,128.2586,0,U,34813,999,83903,.39842647E-2,.4743E-4,0
COSMOS 2251 DEB,1993-036ABD,2026-05-28T07:52:11.252064,14.37597820,.0054056,73.8954,16.3168,227.7599,255.2937,0,U,34814,999,89726,.56799E-3,.1706E-4,0
COSMOS 2251 DEB,1993-036ABE,2026-05-28T18:55:17.246784,14.80584070,.0055347,74.0443,273.1220,300.4152,59.1562,0,U,34815,999,91098,.76002E-3,.5954E-4,0
COSMOS 2251 DEB,1993-036ABF,2026-05-28T12:17:40.147008,13.58663850,.0372873,73.8874,230.9284,265.5004,113.1372,0,U,34816,999,85048,.79259E-3,.888E-5,0
COSMOS 2251 DEB,1993-036ABH,2026-05-28T12:40:15.215232,14.37189278,.0024271,74.0360,350.2067,28.1662,358.9696,0,U,34818,999,89766,.21137E-3,.605E-5,0
COSMOS 2251 DEB,1993-036ABJ,2026-05-29T02:06:10.723104,14.66323223,.0016692,74.0164,180.2483,238.0376,153.4377,0,U,34819,999,90680,.10851E-2,.5975E-4,0
COSMOS 2251 DEB,1993-036ABN,2026-05-28T23:33:13.951872,14.55654837,.0153573,74.0382,145.4660,187.9984,171.8731,0,U,34823,999,90814,.30677E-3,.1538E-4,0
COSMOS 2251 DEB,1993-036ABP,2026-05-28T09:39:27.323712,14.46177790,.0022618,74.0242,197.1725,316.4647,43.4725,0,U,34845,999,89875,.1902E-3,.655E-5,0
COSMOS 2251 DEB,1993-036ABQ,2026-05-29T02:46:58.492128,14.48165284,.0025342,74.0298,308.4941,339.7801,20.2352,0,U,34846,999,89826,.72222E-3,.2676E-4,0
COSMOS 2251 DEB,1993-036ABW,2026-05-27T03:27:19.338912,14.37124671,.00161679,74.0325,318.7392,23.5484,336.6406,0,U,34852,999,89910,.10046907E-3,.273E-5,0
COSMOS 2251 DEB,1993-036ABY,2026-05-25T09:56:09.449664,14.78121005,.0064995,74.0277,197.2995,267.2875,92.0860,0,U,34854,999,74299,.31190943E-3,.2301E-4,0
COSMOS 2251 DEB,1993-036ACA,2026-05-28T16:05:49.018272,15.15407503,.0032691,74.0058,98.9263,197.4927,229.2720,0,U,34856,999,91633,.18317E-2,.35202E-3,0
COSMOS 2251 DEB,1993-036ACB,2026-05-28T23:32:42.357984,14.60189762,.006601,74.0123,147.4397,230.6964,158.8831,0,U,34857,999,90341,.67606E-3,.3329E-4,0
COSMOS 2251 DEB,1993-036ACF,2026-05-29T05:07:25.931712,15.25158703,.001194,74.0056,63.0282,165.1814,352.3827,0,U,34861,999,90625,.61763E-2,.158536E-2,0
COSMOS 2251 DEB,1993-036ACM,2026-05-28T04:37:08.411808,14.37170824,.00504151,74.0363,127.8233,114.9903,261.6797,0,U,34874,999,89435,.78084778E-3,.2332E-4,0
COSMOS 2251 DEB,1993-036ACN,2026-05-28T03:17:16.107072,14.49475491,.00166538,74.0437,206.2966,288.5132,100.6835,0,U,34875,999,90166,.30571817E-3,.1145E-4,0
COSMOS 2251 DEB,1993-036ACR,2026-05-28T16:22:33.178080,13.44425810,.04335,73.9613,142.4079,94.1287,22.8301,0,U,34878,999,83516,.57867E-3,.576E-5,0
COSMOS 2251 DEB,1993-036ACS,2026-05-29T02:39:00.342432,13.39595951,.0494354,73.9050,29.5264,80.6365,285.0259,0,U,34879,999,60581,.35328E-2,.3893E-4,0
COSMOS 2251 DEB,1993-036ACV,2026-05-27T17:50:39.708096,14.61902005,.00826765,74.0467,268.0990,352.3285,7.6609,0,U,34882,999,90950,.11557821E-3,.574E-5,0
COSMOS 2251 DEB,1993-036ACW,2026-05-28T05:06:34.832160,14.55958464,.00909896,74.1967,111.1757,242.8638,116.3227,0,U,34883,999,88859,.32967765E-2,.15333E-3,0
COSMOS 2251 DEB,1993-036ACX,2026-05-28T20:39:50.913216,14.99759119,.0008395,74.0128,79.1530,163.8101,252.6038,0,U,34884,999,90303,.31506E-2,.39155E-3,0
